filename,width,height,class,xmin,ymin,xmax,ymax
IMG20200408214641.jpg,1333,1000,Front,131,203,1161,861
IMG20200408214743.jpg,1000,750,Name,368,195,739,311
IMG20200408214743.jpg,1000,750,FatherName,362,306,739,424
IMG20200408214743.jpg,1000,750,Gender,353,414,438,485
IMG20200408214743.jpg,1000,750,IdNo,350,488,556,566
IMG20200408214743.jpg,1000,750,DOB,567,501,720,571
IMG20200408214743.jpg,1000,750,DOI,349,551,560,629
IMG20200408214743.jpg,1000,750,DOE,565,572,722,632
IMG20200408214743.jpg,1000,750,Front,94,77,996,686
IMG20200409114542.jpg,1000,750,Name,352,151,624,225
IMG20200409114542.jpg,1000,750,HusbandName,380,259,633,358
IMG20200409114542.jpg,1000,750,Gender,400,411,480,491
IMG20200409114542.jpg,1000,750,DOB,589,410,675,485
IMG20200409114542.jpg,1000,750,IdNo,423,446,584,556
IMG20200409114542.jpg,1000,750,DOI,428,536,558,628
IMG20200409114542.jpg,1000,750,DOE,597,461,680,533
IMG20200409114542.jpg,1000,750,Front,1,4,817,750
IMG20200409120031.jpg,1000,750,Name,571,430,757,499
IMG20200409120031.jpg,1000,750,HusbandName,569,486,757,556
IMG20200409120031.jpg,1000,750,Gender,564,540,608,574
IMG20200409120031.jpg,1000,750,IdNo,561,573,669,615
IMG20200409120031.jpg,1000,750,DOI,561,610,667,659
IMG20200409120031.jpg,1000,750,DOB,668,581,753,622
IMG20200409120031.jpg,1000,750,DOE,666,619,751,661
IMG20200409120031.jpg,1000,750,Front,440,371,906,695
IMG20200409114420.jpg,1000,750,Name,281,301,668,406
IMG20200409114420.jpg,1000,750,HusbandName,282,416,677,521
IMG20200409114420.jpg,1000,750,Gender,284,531,380,604
IMG20200409114420.jpg,1000,750,IdNo,282,602,512,666
IMG20200409114420.jpg,1000,750,DOB,511,595,673,659
IMG20200409114420.jpg,1000,750,DOI,287,672,512,727
IMG20200409114420.jpg,1000,750,DOE,509,667,661,725
IMG20200409114420.jpg,1000,750,Front,23,168,957,750
IMG20200409115433.jpg,1000,750,Name,478,402,639,444
IMG20200409115433.jpg,1000,750,HusbandName,475,443,641,489
IMG20200409115433.jpg,1000,750,Gender,471,487,512,515
IMG20200409115433.jpg,1000,750,IdNo,472,515,568,548
IMG20200409115433.jpg,1000,750,DOB,568,516,644,546
IMG20200409115433.jpg,1000,750,DOI,472,546,568,573
IMG20200409115433.jpg,1000,750,DOE,567,545,647,571
IMG20200409115433.jpg,1000,750,Front,361,361,777,591
IMG20200409115822.jpg,1000,750,Name,417,340,749,443
IMG20200409115822.jpg,1000,750,FatherName,419,431,742,541
IMG20200409115822.jpg,1000,750,Gender,415,520,490,581
IMG20200409115822.jpg,1000,750,IdNo,417,578,594,633
IMG20200409115822.jpg,1000,750,DOB,593,583,728,643
IMG20200409115822.jpg,1000,750,DOI,415,625,587,681
IMG20200409115822.jpg,1000,750,DOE,593,633,722,687
IMG20200409115822.jpg,1000,750,Front,197,229,995,735
IMG20200408214550.jpg,1000,1333,Gender,666,430,747,508
IMG20200408214550.jpg,1000,1333,Name,355,619,752,739
IMG20200408214550.jpg,1000,1333,FatherName,356,491,750,620
IMG20200408214550.jpg,1000,1333,DOE,367,267,539,347
IMG20200408214550.jpg,1000,1333,DOB,364,336,539,416
IMG20200408214550.jpg,1000,1333,IdNo,540,350,748,436
IMG20200408214550.jpg,1000,1333,DOI,535,271,743,366
IMG20200408214550.jpg,1000,1333,Front,1,198,962,915
IMG20200409115455.jpg,1000,750,Name,584,298,692,380
IMG20200409115455.jpg,1000,750,FatherName,557,326,660,418
IMG20200409115455.jpg,1000,750,Gender,515,356,552,393
IMG20200409115455.jpg,1000,750,IdNo,482,371,557,456
IMG20200409115455.jpg,1000,750,DOI,462,395,522,460
IMG20200409115455.jpg,1000,750,DOE,527,457,587,529
IMG20200409115455.jpg,1000,750,DOB,552,439,617,504
IMG20200409115455.jpg,1000,750,Front,388,226,914,669
IMG20200408215926.jpg,1000,750,Name,381,221,640,270
IMG20200408215926.jpg,1000,750,FatherName,376,299,643,351
IMG20200408215926.jpg,1000,750,Gender,377,377,438,424
IMG20200408215926.jpg,1000,750,IdNo,377,428,527,479
IMG20200408215926.jpg,1000,750,DOB,526,431,642,477
IMG20200408215926.jpg,1000,750,DOI,377,475,524,522
IMG20200408215926.jpg,1000,750,DOE,527,476,637,523
IMG20200408215926.jpg,1000,750,Front,199,141,858,556
IMG20200409115734.jpg,1000,750,DOE,489,478,590,524
IMG20200409115734.jpg,1000,750,DOI,357,481,489,525
IMG20200409115734.jpg,1000,750,DOB,489,436,591,479
IMG20200409115734.jpg,1000,750,IdNo,354,436,490,479
IMG20200409115734.jpg,1000,750,Gender,354,397,411,439
IMG20200409115734.jpg,1000,750,HusbandName,351,331,584,395
IMG20200409115734.jpg,1000,750,Name,351,260,592,324
IMG20200409115734.jpg,1000,750,Front,187,176,773,540
IMG20200408214450.jpg,1000,750,Name,317,244,747,371
IMG20200408214450.jpg,1000,750,FatherName,315,371,750,499
IMG20200408214450.jpg,1000,750,Gender,315,502,422,580
IMG20200408214450.jpg,1000,750,IdNo,316,584,569,657
IMG20200408214450.jpg,1000,750,DOB,567,582,751,656
IMG20200408214450.jpg,1000,750,DOI,317,666,569,731
IMG20200408214450.jpg,1000,750,DOE,570,661,748,732
IMG20200408214450.jpg,1000,750,Front,22,107,1000,747
IMG20200409115631.jpg,1000,750,Name,421,367,768,457
IMG20200409115631.jpg,1000,750,FatherName,441,278,759,366
IMG20200409115631.jpg,1000,750,Gender,675,241,752,286
IMG20200409115631.jpg,1000,750,IdNo,573,201,741,239
IMG20200409115631.jpg,1000,750,DOB,459,198,572,238
IMG20200409115631.jpg,1000,750,DOI,574,158,743,201
IMG20200409115631.jpg,1000,750,DOE,460,157,573,197
IMG20200409115631.jpg,1000,750,Front,158,113,1000,569
IMG20200409115023.jpg,1000,750,Name,339,381,597,455
IMG20200409115023.jpg,1000,750,HusbandName,333,446,595,526
IMG20200409115023.jpg,1000,750,Gender,322,519,392,569
IMG20200409115023.jpg,1000,750,IdNo,320,565,479,619
IMG20200409115023.jpg,1000,750,DOI,317,615,479,666
IMG20200409115023.jpg,1000,750,DOB,480,571,597,622
IMG20200409115023.jpg,1000,750,DOE,479,620,598,666
IMG20200409115023.jpg,1000,750,Front,133,311,824,699
IMG20200409115521.jpg,1000,750,Name,275,208,647,300
IMG20200409115521.jpg,1000,750,FatherName,284,305,645,392
IMG20200409115521.jpg,1000,750,Gender,297,391,379,439
IMG20200409115521.jpg,1000,750,IdNo,308,441,487,482
IMG20200409115521.jpg,1000,750,DOI,315,483,487,519
IMG20200409115521.jpg,1000,750,DOE,486,481,616,519
IMG20200409115521.jpg,1000,750,DOB,487,436,619,478
IMG20200409115521.jpg,1000,750,Front,1,91,936,535
IMG20200408215645.jpg,1000,750,Name,352,281,677,366
IMG20200408215645.jpg,1000,750,HusbandName,350,372,682,467
IMG20200408215645.jpg,1000,750,Gender,352,471,426,531
IMG20200408215645.jpg,1000,750,IdNo,352,536,542,595
IMG20200408215645.jpg,1000,750,DOB,541,534,677,596
IMG20200408215645.jpg,1000,750,DOI,350,598,542,656
IMG20200408215645.jpg,1000,750,DOE,541,596,680,656
IMG20200408215645.jpg,1000,750,Front,142,181,962,688
IMG20200409114753.jpg,1000,750,DOE,532,568,683,629
IMG20200409114753.jpg,1000,750,DOI,318,567,530,633
IMG20200409114753.jpg,1000,750,DOB,532,497,687,567
IMG20200409114753.jpg,1000,750,IdNo,317,501,532,568
IMG20200409114753.jpg,1000,750,Gender,317,433,406,503
IMG20200409114753.jpg,1000,750,HusbandName,312,321,688,388
IMG20200409114753.jpg,1000,750,Name,312,212,692,266
IMG20200409114753.jpg,1000,750,Front,71,98,977,669
IMG20200408215138.jpg,1000,750,Name,432,240,744,338
IMG20200408215138.jpg,1000,750,HusbandName,432,339,744,430
IMG20200408215138.jpg,1000,750,Gender,432,431,512,490
IMG20200408215138.jpg,1000,750,IdNo,432,489,613,548
IMG20200408215138.jpg,1000,750,DOB,617,486,747,545
IMG20200408215138.jpg,1000,750,DOI,433,547,616,597
IMG20200408215138.jpg,1000,750,DOE,616,548,741,596
IMG20200408215138.jpg,1000,750,Front,222,140,972,633
IMG20200409114458.jpg,1000,750,Name,297,238,655,286
IMG20200409114458.jpg,1000,750,HusbandName,293,340,664,389
IMG20200409114458.jpg,1000,750,Gender,285,446,372,508
IMG20200409114458.jpg,1000,750,IdNo,279,521,504,584
IMG20200409114458.jpg,1000,750,DOB,512,512,646,576
IMG20200409114458.jpg,1000,750,DOI,278,596,428,662
IMG20200409114458.jpg,1000,750,DOE,514,591,663,653
IMG20200409114458.jpg,1000,750,Front,4,146,988,714
IMG20200408215725.jpg,1000,750,Name,301,286,657,404
IMG20200408215725.jpg,1000,750,HusbandName,299,391,666,509
IMG20200408215725.jpg,1000,750,Gender,295,502,387,571
IMG20200408215725.jpg,1000,750,IdNo,295,576,512,647
IMG20200408215725.jpg,1000,750,DOB,514,571,665,647
IMG20200408215725.jpg,1000,750,DOI,291,652,512,716
IMG20200408215725.jpg,1000,750,DOE,513,646,674,714
IMG20200408215725.jpg,1000,750,Front,3,181,912,739
IMG20200409115328.jpg,1000,750,Name,399,277,684,354
IMG20200409115328.jpg,1000,750,HusbandName,398,361,687,438
IMG20200409115328.jpg,1000,750,Gender,393,444,463,494
IMG20200409115328.jpg,1000,750,IdNo,392,496,557,545
IMG20200409115328.jpg,1000,750,DOB,557,492,686,546
IMG20200409115328.jpg,1000,750,DOE,558,547,688,597
IMG20200409115328.jpg,1000,750,DOI,391,548,557,594
IMG20200409115328.jpg,1000,750,Front,206,192,908,633
IMG20200408214848.jpg,1000,750,Name,436,244,787,371
IMG20200408214848.jpg,1000,750,FatherName,436,358,777,476
IMG20200408214848.jpg,1000,750,Gender,429,468,509,536
IMG20200408214848.jpg,1000,750,IdNo,428,537,627,601
IMG20200408214848.jpg,1000,750,DOB,626,537,760,597
IMG20200408214848.jpg,1000,750,DOI,424,600,622,659
IMG20200408214848.jpg,1000,750,DOE,622,601,760,660
IMG20200408214848.jpg,1000,750,Front,171,111,999,687
IMG20200409115607.jpg,1000,750,Name,298,216,643,321
IMG20200409115607.jpg,1000,750,HusbandName,306,314,643,403
IMG20200409115607.jpg,1000,750,Gender,308,398,385,442
IMG20200409115607.jpg,1000,750,DOB,485,449,622,496
IMG20200409115607.jpg,1000,750,DOE,480,493,607,538
IMG20200409115607.jpg,1000,750,DOI,309,489,479,531
IMG20200409115607.jpg,1000,750,IdNo,309,445,484,490
IMG20200409115607.jpg,1000,750,Front,28,86,925,606
IMG20200409114903.jpg,1000,750,Name,235,267,486,338
IMG20200409114903.jpg,1000,750,HusbandName,238,351,491,417
IMG20200409114903.jpg,1000,750,Gender,238,436,292,486
IMG20200409114903.jpg,1000,750,IdNo,237,487,377,544
IMG20200409114903.jpg,1000,750,DOB,377,500,486,554
IMG20200409114903.jpg,1000,750,DOI,237,535,378,600
IMG20200409114903.jpg,1000,750,DOE,375,551,488,615
IMG20200409114903.jpg,1000,750,Front,82,136,782,697
IMG20200409115803.jpg,1000,750,Name,492,225,561,322
IMG20200409115803.jpg,1000,750,FatherName,462,267,530,339
IMG20200409115803.jpg,1000,750,Gender,422,311,469,356
IMG20200409115803.jpg,1000,750,IdNo,411,341,477,417
IMG20200409115803.jpg,1000,750,DOB,467,401,524,463
IMG20200409115803.jpg,1000,750,DOE,455,425,507,491
IMG20200409115803.jpg,1000,750,DOI,393,364,442,425
IMG20200409115803.jpg,1000,750,Front,322,126,800,630
IMG20200409115126.jpg,1000,750,Name,327,203,707,314
IMG20200409115126.jpg,1000,750,HusbandName,326,313,709,431
IMG20200409115126.jpg,1000,750,Gender,319,429,410,501
IMG20200409115126.jpg,1000,750,IdNo,319,500,544,575
IMG20200409115126.jpg,1000,750,DOB,543,500,712,572
IMG20200409115126.jpg,1000,750,DOI,320,573,545,635
IMG20200409115126.jpg,1000,750,DOE,545,567,705,632
IMG20200409115126.jpg,1000,750,Front,57,86,1000,674
IMG20200408215612.jpg,1000,750,DOB,554,481,695,549
IMG20200408215612.jpg,1000,750,Name,361,213,687,321
IMG20200408215612.jpg,1000,750,HusbandName,361,324,689,419
IMG20200408215612.jpg,1000,750,Gender,357,421,440,483
IMG20200408215612.jpg,1000,750,IdNo,354,491,553,550
IMG20200408215612.jpg,1000,750,DOI,356,553,554,616
IMG20200408215612.jpg,1000,750,DOE,552,551,696,612
IMG20200408215612.jpg,1000,750,Front,81,111,937,662
IMG20200409115423.jpg,1000,750,Name,384,319,567,365
IMG20200409115423.jpg,1000,750,HusbandName,384,366,565,416
IMG20200409115423.jpg,1000,750,Gender,378,416,418,450
IMG20200409115423.jpg,1000,750,IdNo,377,450,482,480
IMG20200409115423.jpg,1000,750,DOB,482,448,564,481
IMG20200409115423.jpg,1000,750,DOI,378,482,479,514
IMG20200409115423.jpg,1000,750,DOE,481,481,567,515
IMG20200409115423.jpg,1000,750,Front,256,266,712,530
IMG20200408215457.jpg,1333,1000,Name,509,194,1010,401
IMG20200408215457.jpg,1333,1000,HusbandName,506,381,1001,555
IMG20200408215457.jpg,1333,1000,Gender,499,573,635,678
IMG20200408215457.jpg,1333,1000,IdNo,498,683,798,783
IMG20200408215457.jpg,1333,1000,DOB,802,663,975,753
IMG20200408215457.jpg,1333,1000,DOI,494,781,753,882
IMG20200408215457.jpg,1333,1000,DOE,800,736,983,844
IMG20200408215457.jpg,1333,1000,Front,13,10,1259,991
IMG20200409114525.jpg,1000,750,Name,373,227,719,273
IMG20200409114525.jpg,1000,750,HusbandName,380,336,729,401
IMG20200409114525.jpg,1000,750,Gender,384,465,480,531
IMG20200409114525.jpg,1000,750,DOB,598,491,714,560
IMG20200409114525.jpg,1000,750,IdNo,399,520,589,598
IMG20200409114525.jpg,1000,750,DOI,399,586,550,666
IMG20200409114525.jpg,1000,750,DOE,606,548,721,616
IMG20200409114525.jpg,1000,750,Front,45,91,927,741
IMG20200409115813.jpg,1000,750,Name,628,143,727,340
IMG20200409115813.jpg,1000,750,HusbandName,553,157,637,308
IMG20200409115813.jpg,1000,750,Gender,509,176,560,224
IMG20200409115813.jpg,1000,750,IdNo,452,186,516,301
IMG20200409115813.jpg,1000,750,DOB,437,296,498,390
IMG20200409115813.jpg,1000,750,DOE,392,301,450,401
IMG20200409115813.jpg,1000,750,DOI,407,195,472,291
IMG20200409115813.jpg,1000,750,Front,307,12,877,636
IMG20200409114813.jpg,1000,750,Name,259,191,567,272
IMG20200409114813.jpg,1000,750,HusbandName,255,281,563,373
IMG20200409114813.jpg,1000,750,Gender,255,374,331,433
IMG20200409114813.jpg,1000,750,IdNo,252,431,430,491
IMG20200409114813.jpg,1000,750,DOB,425,434,559,495
IMG20200409114813.jpg,1000,750,DOI,261,485,428,544
IMG20200409114813.jpg,1000,750,DOE,425,491,558,544
IMG20200409114813.jpg,1000,750,Front,91,54,827,601
IMG20200409114440.jpg,1000,750,Name,292,281,618,325
IMG20200409114440.jpg,1000,750,HusbandName,286,376,629,426
IMG20200409114440.jpg,1000,750,Gender,282,485,362,543
IMG20200409114440.jpg,1000,750,IdNo,282,551,480,604
IMG20200409114440.jpg,1000,750,DOB,487,545,611,601
IMG20200409114440.jpg,1000,750,DOI,282,618,428,673
IMG20200409114440.jpg,1000,750,DOE,490,617,625,671
IMG20200409114440.jpg,1000,750,Front,43,184,920,714
IMG20200408214737.jpg,1000,750,Name,412,150,747,256
IMG20200408214737.jpg,1000,750,FatherName,410,244,742,356
IMG20200408214737.jpg,1000,750,Gender,396,341,475,403
IMG20200408214737.jpg,1000,750,IdNo,395,401,586,476
IMG20200408214737.jpg,1000,750,DOB,585,413,722,480
IMG20200408214737.jpg,1000,750,DOI,390,463,583,528
IMG20200408214737.jpg,1000,750,DOE,584,476,726,536
IMG20200408214737.jpg,1000,750,Front,169,53,1000,582
IMG20200409115037.jpg,1000,750,Name,360,271,620,379
IMG20200409115037.jpg,1000,750,HusbandName,363,364,625,443
IMG20200409115037.jpg,1000,750,Gender,363,456,447,516
IMG20200409115037.jpg,1000,750,IdNo,370,517,547,577
IMG20200409115037.jpg,1000,750,DOB,542,513,652,573
IMG20200409115037.jpg,1000,750,DOI,374,581,561,636
IMG20200409115037.jpg,1000,750,DOE,552,574,652,629
IMG20200409115037.jpg,1000,750,Front,103,145,818,710
IMG20200408215537.jpg,1000,750,Name,490,255,786,350
IMG20200408215537.jpg,1000,750,HusbandName,472,342,674,441
IMG20200408215537.jpg,1000,750,Gender,440,417,502,478
IMG20200408215537.jpg,1000,750,IdNo,424,485,565,569
IMG20200408215537.jpg,1000,750,DOI,410,528,498,611
IMG20200408215537.jpg,1000,750,DOB,579,535,692,621
IMG20200408215537.jpg,1000,750,DOE,564,596,682,689
IMG20200408215537.jpg,1000,750,Front,262,160,998,750
IMG20200409115331.jpg,1000,750,Name,496,292,742,362
IMG20200409115331.jpg,1000,750,FatherName,498,365,742,431
IMG20200409115331.jpg,1000,750,Gender,494,435,556,481
IMG20200409115331.jpg,1000,750,IdNo,493,482,640,527
IMG20200409115331.jpg,1000,750,DOI,495,531,641,568
IMG20200409115331.jpg,1000,750,DOB,642,480,743,525
IMG20200409115331.jpg,1000,750,DOE,642,526,747,570
IMG20200409115331.jpg,1000,750,Front,327,217,941,591
IMG20200409115430.jpg,1000,750,Name,510,424,686,468
IMG20200409115430.jpg,1000,750,HusbandName,513,470,696,516
IMG20200409115430.jpg,1000,750,Gender,509,520,558,549
IMG20200409115430.jpg,1000,750,IdNo,509,549,622,581
IMG20200409115430.jpg,1000,750,DOI,512,581,625,617
IMG20200409115430.jpg,1000,750,DOB,618,546,706,580
IMG20200409115430.jpg,1000,750,DOE,619,576,711,611
IMG20200409115430.jpg,1000,750,Front,387,381,857,634
IMG20200409115832.jpg,1000,750,Name,510,234,750,319
IMG20200409115832.jpg,1000,750,HusbandName,515,316,751,392
IMG20200409115832.jpg,1000,750,Gender,518,393,576,442
IMG20200409115832.jpg,1000,750,IdNo,519,442,657,492
IMG20200409115832.jpg,1000,750,DOI,523,496,661,536
IMG20200409115832.jpg,1000,750,DOB,658,438,745,483
IMG20200409115832.jpg,1000,750,DOE,659,484,756,525
IMG20200409115832.jpg,1000,750,Front,329,142,903,577
IMG20200408215333.jpg,1000,750,Name,299,222,732,351
IMG20200408215333.jpg,1000,750,HusbandName,293,355,730,483
IMG20200408215333.jpg,1000,750,Gender,292,477,394,560
IMG20200408215333.jpg,1000,750,IdNo,296,558,536,633
IMG20200408215333.jpg,1000,750,DOB,538,559,732,633
IMG20200408215333.jpg,1000,750,DOI,296,632,537,702
IMG20200408215333.jpg,1000,750,DOE,536,635,725,704
IMG20200408215333.jpg,1000,750,Front,13,96,1000,745
IMG20200408215910.jpg,1000,750,Name,357,249,617,306
IMG20200408215910.jpg,1000,750,FatherName,354,328,620,371
IMG20200408215910.jpg,1000,750,Gender,358,401,417,450
IMG20200408215910.jpg,1000,750,IdNo,362,453,500,493
IMG20200408215910.jpg,1000,750,DOB,506,451,604,493
IMG20200408215910.jpg,1000,750,DOI,362,492,477,537
IMG20200408215910.jpg,1000,750,DOE,506,496,603,534
IMG20200408215910.jpg,1000,750,Front,177,166,807,560
IMG20200409120045.jpg,1000,750,Name,541,400,751,471
IMG20200409120045.jpg,1000,750,HusbandName,540,461,753,533
IMG20200409120045.jpg,1000,750,Gender,533,519,584,562
IMG20200409120045.jpg,1000,750,IdNo,533,558,652,604
IMG20200409120045.jpg,1000,750,DOB,652,565,752,610
IMG20200409120045.jpg,1000,750,DOI,532,597,655,640
IMG20200409120045.jpg,1000,750,DOE,652,606,752,653
IMG20200409120045.jpg,1000,750,Front,394,339,932,685
